,0,1,2,3,4
0,0.2857142857142857,0.2,0.0,0.0,0.004587427142964326
1,0.28662420382165604,0.11794871794871795,0.06329113924050633,0.03184713375796178,0.002759240047243565
2,0.2695035460992908,0.10919540229885058,0.08849557522123894,0.026743843774383637,0.006603887494395133
3,0.22508038585209003,0.07453416149068323,0.014598540145985401,0.0037547810010689128,0.006527205358826086
4,0.24662650701726968,0.10469536442137853,0.047619047619047616,0.030303030303030304,0.0
5,0.2657006463244014,0.12109624725881576,0.08108108108108109,0.012618296529968454,0.01288404360753221
6,0.2261434551535555,0.07216494845360824,0.0375,0.015503875968992248,0.01020408163265306
7,0.2606908958744724,0.07526881720430108,0.038461538461538464,0.0,0.0
8,0.36363636363636365,0.25,0.0,0.07142857142857142,0.003892700740787953
9,0.22077922077922077,0.04411764705882353,0.07589285714285714,0.02631578947368421,0.004215599201564357
10,0.14953271028037382,0.05027932960893855,0.0273224043715847,0.00847457627118644,0.004853236556016951
11,0.1262135922330097,0.03680981595092025,0.04639175257731959,0.007462686567164179,0.002154995098805979
12,0.276978044032104,0.08449748241541781,0.11764705882352941,0.0,0.0
13,0.29438282401371973,0.1349151481977051,0.03209876543209877,0.01644736842105263,0.00862895493767977
14,0.23823955778069228,0.034482758620689655,0.030303030303030304,0.014705882352941176,0.0
15,0.20003219511043824,0.028985507246376812,0.030534351145038167,0.013513513513513514,0.011111111111111112
