,0,1,2,3,4
0,0.5714285714285714,0.2,0.1,0.0,0.017324745211109452
1,0.5095541401273885,0.2153846153846154,0.14767932489451477,0.03821656050955414,0.01594486133680964
2,0.5141843971631206,0.20689655172413793,0.19469026548672566,0.04572001049754619,0.014959805790837302
3,0.4887459807073955,0.16149068322981366,0.08759124087591241,0.06012767945601441,0.015806837769183214
4,0.5553803429645067,0.19523986521908968,0.047619047619047616,0.12121212121212122,0.017543859649122806
5,0.5589188420090472,0.16878783207961265,0.16756756756756758,0.031545741324921134,0.024777006937561942
6,0.5301685507667087,0.17525773195876287,0.125,0.031007751937984496,0.01020408163265306
7,0.5420767126064493,0.1935483870967742,0.12307692307692308,0.03937007874015748,0.022988505747126436
8,0.6363636363636364,0.25,0.0,0.07142857142857142,0.019257668051969424
9,0.5,0.13725490196078433,0.14732142857142858,0.05921052631578947,0.011727362001360226
10,0.5233644859813084,0.18994413407821228,0.1366120218579235,0.05084745762711865,0.01853420944357649
11,0.5825242718446602,0.2085889570552147,0.18556701030927836,0.03731343283582089,0.01674490434826916
12,0.5592693623101355,0.19521140912754428,0.29411764705882354,0.08,0.0
13,0.5615446987596936,0.18562769777417257,0.16296296296296298,0.046052631578947366,0.016299137104506232
14,0.5332956548718327,0.13793103448275862,0.14393939393939395,0.03676470588235294,0.020833333333333332
15,0.5152471165247118,0.2318840579710145,0.16793893129770993,0.033783783783783786,0.03333333333333333
